SATKER,DINAS KESEHATANANY,,,,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,,,
,,,,,,,,,,,,,
Provinsi,Kota,SATKER,SKPD,Gudang,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1418,49.,2020-01-02,Penghapus Pensil,Buah,30,1250,37500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,121,50.,2020-01-02,Penghapus Whiteboard,Buah,2,5500,11000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,3665,51.,2020-01-02,Spidol Kecil,Buah,5,1500,7500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,3398,52.,2020-04-16,Spidol Kecil Hitam,Batang,12,2000,24000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,63,53.,2020-12-16,Spidol permanent marker,Buah,3,10000,30000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,63,54.,2020-12-16,Spidol permanent marker,Buah,5,10000,50000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,8565,55.,2020-04-16,Staples Kecil (ATK),Pak,20,15900,318000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1387,56.,2020-04-16,Stopmap,Buah,400,600,240000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,26,57.,2020-04-16,Tinta Stempel,Buah,15,11000,165000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,189,58.,2020-04-16,amplop besar coklat,Pak,23,24500,563500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,324,59.,2020-11-02,buku tulis kecil,Buah,24,6000,144000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,123,60.,2020-04-16,gunting,Buah,6,4200,25200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,16298,61.,2020-01-02,isi staples besar,kotak,5,4250,21250
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1608,62.,2020-04-16,kertas linen,Pak,2,4800,9600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,16292,63.,2020-01-02,kertas pembungkus,lembar,200,2500,500000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,16300,64.,2020-04-16,papan alat tulis,Buah,1,17000,17000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,165,65.,2020-01-02,pemutih tulisan,Buah,5,5000,25000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,152,66.,2020-01-02,pensil 2b,Buah,4,3250,13000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,16295,67.,2020-01-02,spidol whitebord,Buah,24,7500,180000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,8425,68.,2020-05-12,tinta bak stempel,Buah,1,13000,13000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,8425,69.,2020-11-16,tinta bak stempel,Buah,3,13000,39000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,"Perangko, Materai dan Benda Pos Lainnya",1050,70.,2020-11-16,Materai 3.000,lembar,20,3000,60000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,"Perangko, Materai dan Benda Pos Lainnya",1050,71.,2020-12-15,Materai 3.000,lembar,50,3000,150000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,"Perangko, Materai dan Benda Pos Lainnya",1050,72.,2020-12-16,Materai 3.000,lembar,60,3000,180000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,"Perangko, Materai dan Benda Pos Lainnya",1053,73.,2020-12-15,Materai 6.000,lembar,16,6000,96000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,"Perangko, Materai dan Benda Pos Lainnya",1053,74.,2020-12-16,Materai 6.000,lembar,70,6000,420000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,7173,75.,2020-12-07,Aseptic Gel,Botol,150,46200,6930000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1119,77.,2020-09-21,Baygon Semprot,Botol,5,40000,200000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,5638,79.,2020-09-21,Cairan Pembersih Keramik,Buah,15,20000,300000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,5260,80.,2020-11-18,Cling Pembersih Kaca 425ml,pcs,11,18000,198000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,14408,84.,2020-09-21,Ember Sedang,Buah,2,12000,24000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,8620,85.,2020-10-13,HANDSOAP,Buah,18,12000,216000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1120,92.,2020-11-18,Kapur barus ( kamper ),Buah,35,12000,420000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1912,94.,2020-11-18,Keset,Buah,5,40000,200000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,20082,105.,2020-09-21,STELA GANTUNG,Buah,12,18000,216000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,20082,106.,2020-10-13,STELA GANTUNG,Buah,10,18000,180000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,20082,107.,2020-11-18,STELA GANTUNG,Buah,8,18000,144000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1030,109.,2020-11-18,Sapu Lidi,Buah,10,23000,230000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1020,112.,2020-11-18,Sapu Plastik,Buah,5,50000,250000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1032,113.,2020-11-18,Serok Sampah,Buah,2,50000,100000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1091,114.,2020-11-18,Sikat Lantai,Buah,3,12000,36000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1087,115.,2020-11-18,Sikat WC,Buah,5,16000,80000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1141,116.,2020-11-18,Stela Spray,Botol,10,28000,280000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1105,117.,2020-09-21,Super Pell,Bungkus,10,18000,180000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1105,118.,2020-10-13,Super Pell,Bungkus,7,18000,126000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,1105,119.,2020-11-18,Super Pell,Bungkus,7,18000,126000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,14761,122.,2020-11-18,Tissu Kotak,Buah,34,14000,476000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,3108,123.,2020-11-18,YOURI HANDSOAPS,Buah,13,20000,260000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan Kebersihan dan Bahan Pembersih,410,128.,2020-09-21,sabun cuci piring,Buah,6,19000,114000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,1106,132.,2020-11-16,Catridge Hitam Canon 740,Buah,10,275000,2750000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,12386,133.,2020-11-16,Catridge Hitam Canon 88,Buah,3,275000,825000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,12386,134.,2020-11-25,Catridge Hitam Canon 88,Buah,9,275000,2475000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,2784,135.,2020-11-16,Catridge Hitam Canoon 810,Buah,3,275000,825000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,2784,136.,2020-11-25,Catridge Hitam Canoon 810,Buah,9,275000,2475000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,2785,137.,2020-11-16,Catridge Warna Canon 741,Buah,7,360000,2520000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,10710,138.,2020-11-16,Catridge Warna Canon 811,Buah,2,315000,630000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,10710,139.,2020-11-25,Catridge Warna Canon 811,Buah,8,315000,2520000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,5867,140.,2020-11-25,Catridge Warna Canon 98,Buah,8,350000,2800000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,11024,141.,2020-11-16,Tinta Biru Canon GI 790,Buah,4,160000,640000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,11027,142.,2020-11-16,Tinta Biru Epson 003,Buah,4,120000,480000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,10976,143.,2020-11-16,Tinta Biru Epson 664,Buah,5,130000,650000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,1102,144.,2020-11-16,Tinta Hitam Canon GI 790,Buah,10,160000,1600000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,1561,145.,2020-11-16,Tinta Hitam Epson 003,Buah,9,120000,1080000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,12005,146.,2020-11-16,Tinta Hitam Epson 664,Buah,12,130000,1560000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,11021,147.,2020-11-16,Tinta Kuning Canon GI 790,Buah,4,160000,640000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,4927,148.,2020-11-16,Tinta Kuning Epson 003,Buah,4,120000,480000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,18776,149.,2020-11-16,Tinta Kuning Epson 664,Buah,5,130000,650000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,11020,150.,2020-11-16,Tinta Merah Canon GI 790,Buah,4,160000,640000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,2787,151.,2020-11-16,Tinta Merah Epson 003,Buah,4,120000,480000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,20903,152.,2020-11-16,Tinta Merah Epson 664,Buah,5,130000,650000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,13926,153.,2020-11-25,Tintah Botol,Botol,30,90000,2700000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,13926,154.,2020-12-16,Tintah Botol,Botol,2,90000,180000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,13926,155.,2020-12-16,Tintah Botol,Botol,3,90000,270000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,13926,156.,2020-12-21,Tintah Botol,Botol,10,90000,900000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,13926,157.,2020-12-21,Tintah Botol,Botol,5,90000,450000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Peralatan dan Perlengkapan Komputer,15849,158.,2020-01-02,tinta botol canon,Buah,10,69000,690000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19866,167.,2020-01-02,ABON MULTI - DRUG ONE STEP SCREEN TEST PANEL (DOZ),doz,1525,76316,116381900
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19155,168.,2020-01-02,ABON MULTI-DRUG ONE STEP SCREEN TEST PANEL,doz,349,76318,26634982
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21024,169.,2020-01-02,ACYCLOVIR  TABLET 400 mg,Tablet,10000,454,4540000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21024,170.,2020-12-28,ACYCLOVIR  TABLET 400 mg,Tablet,15100,454,6855400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18835,171.,2020-01-02,ACYCLOVIR 400 MG,Tablet,13400,425,5695000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16501,177.,2020-01-02,ALBENDAZOL SUSPENSI,Botol,150,4600,690000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16502,178.,2020-01-02,ALBENDAZOL TABLET 400 MG,Tablet,4300,463,1990900
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20683,180.,2020-01-02,ALBENDAZOLE,kotak,27,46300,1250100
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18407,181.,2020-01-02,ALKOHOL SWABB HARGA 1,pcs,64400,110,7084000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18408,182.,2020-01-02,ALKOHOL SWABB HARGA 2,pcs,212300,116,24626800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18414,183.,2020-01-02,ALKOHOL SWABB HIJAU HARGA 1,pcs,500,165,82500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18413,184.,2020-01-02,ALKOHOL SWABB HIJAU HARGA 3,pcs,18800,165,3102000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16511,185.,2020-01-02,ALLOPURINOLL TABLET 100 MG,Tablet,2100,99,207900
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20162,186.,2020-01-02,ALOPURINOL TAB 300 mg,Tablet,4100,341,1398100
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,2540,187.,2020-10-22,"ALPRAZOLAM 0,5 MG TABLET KF",Tablet,4600,94,432400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20163,189.,2020-01-02,AMBROXOL SIRUP 15 mg /ml,Botol,4065,3355,13638075
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16509,190.,2020-01-02,AMBROXOL SYRUP,Botol,3443,3190,10983170
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16516,192.,2020-01-02,AMINOFILIN INJEKSI 24 MG/ML - 10ML,Ampul,90,3349,301410
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16517,193.,2020-11-13,AMITRIPTILIN HCL TABLET SALUT 25 MG,Tablet,7200,304,2188800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,10709,194.,2020-12-22,AMITRIPTILIN TAB 25 MG,Tablet,6800,168,1142400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20204,195.,2020-01-02,AMLODIPIN 5 mgTAB,Tablet,35100,81,2843100
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20204,196.,2020-09-15,AMLODIPIN 5 mgTAB,Tablet,23400,81,1895400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,17517,197.,2020-10-22,AMLODIPINE 10 MG TABLET HJ,Tablet,151900,94,14278600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18257,199.,2020-01-02,AMOKSISILIN FORTE SIRUP KERING 250 MG / 5 ML,Botol,850,3797,3227450
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16584,200.,2020-01-02,AMOKSISILIN KAPLET 250 MG,Tablet,1920,220,422400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18376,201.,2020-01-02,AMOKSISILLIN KAPLET 250 MG,Tablet,3120,220,686400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21019,202.,2020-01-02,AMOXICILLIN TABLET 250 mg,Tablet,10200,209,2131800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18988,203.,2020-01-02,AMPISILLIN INJ,Ampul,50,9473,473650
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18987,204.,2020-01-02,AMPISILLIN INJEKSI,Ampul,20,5610,112200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16585,206.,2020-10-22,"ANTASIDA DOEN TABLET, KOMBINASI",Tablet,262400,60,15744000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19146,207.,2020-01-02,ANTASIDA SUSPENSE 200 mg,Botol,2198,2098,4611404
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16586,208.,2020-11-26,ANTASIDA SUSPENSI,Botol,2239,2739,6132621
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,22162,209.,2020-10-15,ANTI-TP SYPPHILLIS,kotak,490,22403,10977470
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19153,210.,2020-01-02,ANTIFUNGSI SALEP(ASAM BENZOAT6%+ASAM SALISILAT 3%),Pot,168,5170,868560
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20033,211.,2020-01-02,ANTIHEMOROID DOEN KOM,Suppo,10,3502,35020
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16588,212.,2020-11-26,ANTIHEMOROID DOEN KOMBINASI,Suppo,4300,3642,15660600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18308,213.,2020-01-02,"AQUA PROINJEKSISTERIL, BEBAS PIROGEN  HARGA 2",Vial,47,2862,134514
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18417,214.,2020-01-02,"AQUA PROINJEKSISTERIL, BEBAS PIROGEN HARGA 3",Vial,73,2855,208415
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21013,215.,2020-01-02,ASAM ARKORBAT (VITAMIN C) TAB 50 mg,Tablet,71300,120,8556000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21013,216.,2020-11-26,ASAM ARKORBAT (VITAMIN C) TAB 50 mg,Tablet,217000,120,26040000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19151,217.,2020-11-26,ASAM FOLAT KAPLET 1 mg,Tablet,7200,136,979200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20021,218.,2020-01-02,ASAM MEFENAMAT KAPSUL 500 mg,Tablet,50800,103,5232400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,22042,222.,2020-09-08,ATAPULGIT 650 mg,Tablet,13000,253,3289000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16595,223.,2020-01-02,AZITROMISIN TAB 500 MG,Tablet,13360,4613,61629680
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,562,227.,2020-01-02,Albendazol tablet 400 mg,Tablet,510,323,164730
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,21330,228.,2020-09-08,Alkohol 70 % OM1 liter,Buah,960,18700,17952000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18491,229.,2020-10-22,Alopurinol Tablet 100 mg,Tablet,22000,105,2310000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18497,230.,2020-10-22,Alprazolam 1 mg Harga 2,Tablet,2000,128,256000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,7629,231.,2020-11-13,Amitripitilin HCL 25 MG,Tablet,1000,307,307000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,19529,233.,2020-09-25,Amoksisillin kapsul 500 mg hrg 2,Tablet,259000,265,68635000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,11240,234.,2020-01-02,Antalgin Inj 500 mg,Ampul,350,1450,507500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18378,235.,2020-01-02,Antalgin injeksi 250 mg/ml harga 2,Ampul,70,1550,108500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16823,236.,2020-01-02,Anti Difteri Serum,Vial,23,2200000,50600000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,2482,238.,2020-11-26,AntiFungi DOEN kombinasi: Asam Benzoat 6% + Asam Salisilat 3%,Pot,240,11242,2698080
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16776,239.,2020-01-02,Aqua Dest /Water One,Vial,48,17292,830016
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,20692,240.,2020-01-02,Artesunate injeksi,kotak,10,52350,523500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,18519,241.,2020-11-26,Asetil sistein-n / N-asetil sistein 200mg,Tablet,54800,460,25208000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,3976,242.,2020-12-23,"Atropin inj 0,25 mg/ml",Ampul,100,11859,1185900
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,3976,243.,2020-12-23,"Atropin inj 0,25 mg/ml",Ampul,100,11859,1185900
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Obat-Obatan,16845,244.,2020-01-02,Autocheck Glucosd Test Strip,box,22,206500,4543000
